Total nodes: 39   Frontiers: 11   Edges: 84
Nodes degrees
   (569,387)    17
   [549,287]    12
   [546,280]    12
   [546,270]    11
   [546,260]    8
   (457,390)    8
   [544,251]    7
   (471,414)    6
   [537,244]    5
   (331,360)    5
   (366,252)    5
   [530,237]    4
   (436,374)    4
   [526,231]    4
   [523,254]    3
   (265,265)    3
   [552,240]    3
   [548,241]    3
   [538,241]    3
   [555,245]    3
   (426,243)    3
   [530,247]    3
   [536,231]    3
   [554,249]    3
   [545,233]    3
   (557,277)    3
   (231,304)    2
   [530,203]    2
   [553,187]    2
   [511,232]    2
   [518,239]    2
   [522,208]    2
   [546,194]    2
   [522,247]    2
   [510,223]    2
   [515,215]    2
   [539,201]    2
   (461,331)    1
   [560,180]    1
Max: 17   Min: 1   Avg: 4

Closeness centrality:
   [536,231]    1
   [545,233]    0,997
   [526,231]    0,997
   [530,237]    0,991
   [552,240]    0,989
   [554,249]    0,977
   [537,244]    0,976
   [555,245]    0,97
   [544,251]    0,955
   [548,241]    0,952
   [538,241]    0,929
   [546,260]    0,927
   [530,247]    0,902
   [546,270]    0,891
   [523,254]    0,872
   [522,247]    0,846
   [546,280]    0,84
   (557,277)    0,826
   [549,287]    0,813
   [518,239]    0,811
   [511,232]    0,771
   [510,223]    0,734
   [515,215]    0,695
   [522,208]    0,653
   [530,203]    0,615
   [539,201]    0,577
   [546,194]    0,538
   [553,187]    0,501
   [560,180]    0,464
   (569,387)    0,386
   (461,331)    0,292
   (457,390)    0,26
   (436,374)    0,237
   (471,414)    0,224
   (426,243)    0,193
   (366,252)    0,186
   (331,360)    0,108
   (265,265)    0,049
   (231,304)    0

Betweenness centrality:
   [536,231]    1
   [526,231]    0,997
   [545,233]    0,997
   [552,240]    0,988
   [554,249]    0,974
   [555,245]    0,954
   [548,241]    0,931
   [530,237]    0,928
   [537,244]    0,91
   [538,241]    0,902
   [530,247]    0,867
   [523,254]    0,858
   [544,251]    0,824
   [522,247]    0,809
   [518,239]    0,754
   [546,260]    0,72
   [546,270]    0,718
   [511,232]    0,694
   [510,223]    0,627
   [515,215]    0,555
   [522,208]    0,477
   [546,280]    0,442
   [530,203]    0,393
   [539,201]    0,303
   [546,194]    0,208
   (557,277)    0,191
   [553,187]    0,107
   [549,287]    0,107
   (231,304)    0
   (569,387)    0
   (436,374)    0
   (265,265)    0
   (461,331)    0
   (426,243)    0
   [560,180]    0
   (331,360)    0
   (457,390)    0
   (366,252)    0
   (471,414)    0
